Post ID,Product,Platform,Date,Time,Hook,Audience,CTA,Asset Type,Size,Overlay Text,Visual Metaphor,Media Prompt,Relevance Score,Errors,Warnings
arcg-2026-06-05-linkedin-1,arcg,linkedin,2026-06-05,09:00,Property managers lose more tenants to slow response than to rent increases.,service-companies,Open to a quick diagnostic conversation?,image,1536x1024,Property managers lose more tenants to,workflow blueprint,"Generate an editorial linkedin visual for ARCG (1536x1024).
Audience: service companies.
Campaign intent: book diagnostic call.
This image must visualize THIS specific hook: ""Property managers lose more tenants to slow response than to rent increases."".
Visual metaphor: workflow blueprint.
Focal anchor (the protagonist of the frame): an SLA tracker line chart crossing a threshold.
Composition style: top-down flat-lay of a workflow diagram on a dark desk, gold accent annotations.
Scene mood: calm post-resolution moment, healthy green status dominating.
Why this visual belongs to this exact post: it translates ""Property managers lose more tenants to slow response than to rent increases."" into a workflow blueprint for ARCG, tied to book diagnostic call for service companies.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): dashboard, dispatch, reporting.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""Property managers lose more tenants to"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Property Management Diagnostics. Source angle: Property Management Diagnostics.",100,,
arcg-2026-06-05-instagram-1,arcg,instagram,2026-06-05,12:00,Property managers lose more tenants to slow response than to rent increases.,service-companies,Want me to show you where the waste likely is?,carousel,1024x1536,Property managers lose more tenants to,ops dashboard,"[Slide 1]
Slide 1 — Hook. Visualize the buyer pain in the hook: ""Property managers lose more tenants to slow response than to rent increases."". Show the broken workflow / leaking pipeline / unclear dashboard the operator is staring at.
Audience: service companies.
Why this visual belongs to this exact post: it turns ""Property managers lose more tenants to slow response than to rent increases."" into slide 1's Property managers lose more tenants to slow response than… frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-06-05-instagram-1.

---

[Slide 2]
Slide 2 — Problem. Show the manual workaround the team uses today (spreadsheet sprawl, group chats, sticky notes). Same product visual system as slide 1.
Audience: service companies.
Why this visual belongs to this exact post: it turns ""Property managers lose more tenants to slow response than to rent increases."" into slide 2's The problem operators don't name frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-06-05-instagram-1.

---

[Slide 3]
Slide 3 — Hidden cost. Show the downstream consequence (missed SLA, dropped intake, audit gap). Make the cost legible — a metric, a missed handoff, a red status pill.
Audience: service companies.
Why this visual belongs to this exact post: it turns ""Property managers lose more tenants to slow response than to rent increases."" into slide 3's What it actually costs frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-06-05-instagram-1.

---

[Slide 4]
Slide 4 — Product frame. Show ARCG's operational leak map as the layer that surfaces the missing visibility. Keep the dashboard plausible, not a sci-fi mockup.
Audience: service companies.
Why this visual belongs to this exact post: it turns ""Property managers lose more tenants to slow response than to rent increases."" into slide 4's ARCG fits here frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-06-05-instagram-1.

---

[Slide 5]
Slide 5 — CTA. Closing card with the campaign intent (""campaign intent"") and ARCG brand mark. Quiet composition, gold accent, no stock photography.
Audience: service companies.
Why this visual belongs to this exact post: it turns ""Property managers lose more tenants to slow response than to rent increases."" into slide 5's Next step frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-06-05-instagram-1.",85,[mediaPrompt] prompt contains generic / stock-photo visual language: stock photo,
arcg-2026-06-05-facebook-1,arcg,facebook,2026-06-05,10:00,Property managers lose more tenants to slow response than to rent increases.,service-companies,Book a free triage call — arcgsystems.com,image,1024x1024,Property managers lose more tenants to,SLA tracker,"Generate an editorial facebook visual for ARCG (1024x1024).
Audience: service companies.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""Property managers lose more tenants to slow response than to rent increases."".
Visual metaphor: SLA tracker.
Focal anchor (the protagonist of the frame): a reporting dashboard with one metric drilled into.
Composition style: isometric 3/4 view of a multi-panel operations layout, depth and layering.
Scene mood: quiet planning session, paper sketches next to a screen.
Why this visual belongs to this exact post: it translates ""Property managers lose more tenants to slow response than to rent increases."" into a SLA tracker for ARCG, tied to campaign intent for service companies.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): operational leak, blueprint, workflow.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""Property managers lose more tenants to"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Property Management Diagnostics. Source angle: Property Management Diagnostics.",100,,
arcg-2026-06-06-linkedin-1,arcg,linkedin,2026-06-06,09:00,Compliance tracking on spreadsheets is not compliance. It is documentation theater.,government-contractors,Want me to show you where the waste likely is?,image,1536x1024,Compliance tracking on spreadsheets is not,ops dashboard,"Generate an editorial linkedin visual for ARCG (1536x1024).
Audience: government contractors.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""Compliance tracking on spreadsheets is not compliance. It is documentation theater."".
Visual metaphor: ops dashboard.
Focal anchor (the protagonist of the frame): a handoff diagram with a missing-owner gap glowing.
Composition style: wide horizontal hero shot of a single large console screen, off-center subject, generous negative space on the right.
Scene mood: split-screen control tower at peak activity.
Why this visual belongs to this exact post: it translates ""Compliance tracking on spreadsheets is not compliance. It is documentation theater."" into a ops dashboard for ARCG, tied to campaign intent for government contractors.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): dispatch, reporting, compliance.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""Compliance tracking on spreadsheets is not"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Government Contractor Operations. Source angle: Government Contractor Operations.",100,,
arcg-2026-06-06-instagram-1,arcg,instagram,2026-06-06,12:00,Compliance tracking on spreadsheets is not compliance. It is documentation theater.,government-contractors,Book a free triage call — arcgsystems.com,carousel,1024x1536,Compliance tracking on spreadsheets is not,reporting visibility console,"[Slide 1]
Slide 1 — Hook. Visualize the buyer pain in the hook: ""Compliance tracking on spreadsheets is not compliance. It is documentation theater."". Show the broken workflow / leaking pipeline / unclear dashboard the operator is staring at.
Audience: government contractors.
Why this visual belongs to this exact post: it turns ""Compliance tracking on spreadsheets is not compliance. It is documentation theater."" into slide 1's Compliance tracking on spreadsheets is not compliance. It… frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-06-06-instagram-1.

---

[Slide 2]
Slide 2 — Problem. Show the manual workaround the team uses today (spreadsheet sprawl, group chats, sticky notes). Same product visual system as slide 1.
Audience: government contractors.
Why this visual belongs to this exact post: it turns ""Compliance tracking on spreadsheets is not compliance. It is documentation theater."" into slide 2's The problem operators don't name frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-06-06-instagram-1.

---

[Slide 3]
Slide 3 — Hidden cost. Show the downstream consequence (missed SLA, dropped intake, audit gap). Make the cost legible — a metric, a missed handoff, a red status pill.
Audience: government contractors.
Why this visual belongs to this exact post: it turns ""Compliance tracking on spreadsheets is not compliance. It is documentation theater."" into slide 3's What it actually costs frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-06-06-instagram-1.

---

[Slide 4]
Slide 4 — Product frame. Show ARCG's operational leak map as the layer that surfaces the missing visibility. Keep the dashboard plausible, not a sci-fi mockup.
Audience: government contractors.
Why this visual belongs to this exact post: it turns ""Compliance tracking on spreadsheets is not compliance. It is documentation theater."" into slide 4's ARCG fits here frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-06-06-instagram-1.

---

[Slide 5]
Slide 5 — CTA. Closing card with the campaign intent (""campaign intent"") and ARCG brand mark. Quiet composition, gold accent, no stock photography.
Audience: government contractors.
Why this visual belongs to this exact post: it turns ""Compliance tracking on spreadsheets is not compliance. It is documentation theater."" into slide 5's Next step frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-06-06-instagram-1.",85,[mediaPrompt] prompt contains generic / stock-photo visual language: stock photo,
arcg-2026-06-06-facebook-1,arcg,facebook,2026-06-06,10:00,Compliance tracking on spreadsheets is not compliance. It is documentation theater.,government-contractors,Worth a quick 10-minute triage call?,image,1024x1024,Compliance tracking on spreadsheets is not,vendor dispatch board,"Generate an editorial facebook visual for ARCG (1024x1024).
Audience: government contractors.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""Compliance tracking on spreadsheets is not compliance. It is documentation theater."".
Visual metaphor: vendor dispatch board.
Focal anchor (the protagonist of the frame): an ops dashboard with red leak indicators and gold healthy states side-by-side.
Composition style: macro detail close-up on one widget or metric, shallow depth of field, blurred surrounding interface.
Scene mood: tense pre-deadline focus, red SLA timer prominent.
Why this visual belongs to this exact post: it translates ""Compliance tracking on spreadsheets is not compliance. It is documentation theater."" into a vendor dispatch board for ARCG, tied to campaign intent for government contractors.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): blueprint, workflow, dashboard.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""Compliance tracking on spreadsheets is not"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Government Contractor Operations. Source angle: Government Contractor Operations.",100,,
arcg-2026-06-07-linkedin-1,arcg,linkedin,2026-06-07,09:00,Caribbean operators lose 20 percent of revenue to coordination gaps they cannot see from a distance.,caribbean-latam-operators,Book a free triage call — arcgsystems.com,image,1536x1024,Caribbean operators lose 20 percent of,handoff diagram,"Generate an editorial linkedin visual for ARCG (1536x1024).
Audience: caribbean latam operators.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""Caribbean operators lose 20 percent of revenue to coordination gaps they cannot see from a distance."".
Visual metaphor: handoff diagram.
Focal anchor (the protagonist of the frame): a reporting dashboard with one metric drilled into.
Composition style: isometric 3/4 view of a multi-panel operations layout, depth and layering.
Scene mood: quiet planning session, paper sketches next to a screen.
Why this visual belongs to this exact post: it translates ""Caribbean operators lose 20 percent of revenue to coordination gaps they cannot see from a distance."" into a handoff diagram for ARCG, tied to campaign intent for caribbean latam operators.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): operational leak, blueprint, workflow.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""Caribbean operators lose 20 percent of"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Caribbean & LatAm Operator Diagnostics. Source angle: Caribbean & LatAm Operator Diagnostics.",100,,
arcg-2026-06-07-instagram-1,arcg,instagram,2026-06-07,12:00,Caribbean operators lose 20 percent of revenue to coordination gaps they cannot see from a distance.,caribbean-latam-operators,Worth a quick 10-minute triage call?,image,1024x1536,Caribbean operators lose 20 percent of,SLA tracker,"Generate an editorial instagram visual for ARCG (1024x1536).
Audience: caribbean latam operators.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""Caribbean operators lose 20 percent of revenue to coordination gaps they cannot see from a distance."".
Visual metaphor: SLA tracker.
Focal anchor (the protagonist of the frame): an SLA tracker line chart crossing a threshold.
Composition style: vertical stacked-card composition of three connected steps, arrows between them.
Scene mood: calm post-resolution moment, healthy green status dominating.
Why this visual belongs to this exact post: it translates ""Caribbean operators lose 20 percent of revenue to coordination gaps they cannot see from a distance."" into a SLA tracker for ARCG, tied to campaign intent for caribbean latam operators.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): operational leak, blueprint, workflow.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""Caribbean operators lose 20 percent of"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Caribbean & LatAm Operator Diagnostics. Source angle: Caribbean & LatAm Operator Diagnostics.",100,,
arcg-2026-06-07-facebook-1,arcg,facebook,2026-06-07,10:00,Caribbean operators lose 20 percent of revenue to coordination gaps they cannot see from a distance.,caribbean-latam-operators,Want me to map the breakdown I'm seeing?,image,1024x1024,Caribbean operators lose 20 percent of,operational leak map,"Generate an editorial facebook visual for ARCG (1024x1024).
Audience: caribbean latam operators.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""Caribbean operators lose 20 percent of revenue to coordination gaps they cannot see from a distance."".
Visual metaphor: operational leak map.
Focal anchor (the protagonist of the frame): an SLA tracker line chart crossing a threshold.
Composition style: top-down flat-lay of a workflow diagram on a dark desk, gold accent annotations.
Scene mood: calm post-resolution moment, healthy green status dominating.
Why this visual belongs to this exact post: it translates ""Caribbean operators lose 20 percent of revenue to coordination gaps they cannot see from a distance."" into a operational leak map for ARCG, tied to campaign intent for caribbean latam operators.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): dispatch, reporting, compliance.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""Caribbean operators lose 20 percent of"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Caribbean & LatAm Operator Diagnostics. Source angle: Caribbean & LatAm Operator Diagnostics.",100,,
arcg-2026-06-08-linkedin-1,arcg,linkedin,2026-06-08,09:00,Most owners cannot name their top 3 operational waste points. Can you?,small-business-owners,Worth a quick 10-minute triage call?,image,1536x1024,Most owners cannot name their top,workflow blueprint,"Generate an editorial linkedin visual for ARCG (1536x1024).
Audience: small business owners.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""Most owners cannot name their top 3 operational waste points. Can you?"".
Visual metaphor: workflow blueprint.
Focal anchor (the protagonist of the frame): a workflow blueprint sketch annotated with red ink.
Composition style: before/after framing with a subtle red→green progression cue.
Scene mood: remote field environment with a single device in foreground.
Why this visual belongs to this exact post: it translates ""Most owners cannot name their top 3 operational waste points. Can you?"" into a workflow blueprint for ARCG, tied to campaign intent for small business owners.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): dispatch, reporting, compliance.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""Most owners cannot name their top"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Operational Waste Exposé. Source angle: Operational Waste Exposé.",100,,
arcg-2026-06-08-instagram-1,arcg,instagram,2026-06-08,12:00,Most owners cannot name their top 3 operational waste points. Can you?,small-business-owners,Want me to map the breakdown I'm seeing?,image,1024x1536,Most owners cannot name their top,workflow blueprint,"Generate an editorial instagram visual for ARCG (1024x1536).
Audience: small business owners.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""Most owners cannot name their top 3 operational waste points. Can you?"".
Visual metaphor: workflow blueprint.
Focal anchor (the protagonist of the frame): an ops dashboard with red leak indicators and gold healthy states side-by-side.
Composition style: wide horizontal hero shot of a single large console screen, off-center subject, generous negative space on the right.
Scene mood: tense pre-deadline focus, red SLA timer prominent.
Why this visual belongs to this exact post: it translates ""Most owners cannot name their top 3 operational waste points. Can you?"" into a workflow blueprint for ARCG, tied to campaign intent for small business owners.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): workflow, dashboard, dispatch.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""Most owners cannot name their top"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Operational Waste Exposé. Source angle: Operational Waste Exposé.",100,,
arcg-2026-06-08-facebook-1,arcg,facebook,2026-06-08,10:00,Most owners cannot name their top 3 operational waste points. Can you?,small-business-owners,Open to a quick diagnostic conversation?,image,1024x1024,Most owners cannot name their top,reporting visibility console,"Generate an editorial facebook visual for ARCG (1024x1024).
Audience: small business owners.
Campaign intent: book diagnostic call.
This image must visualize THIS specific hook: ""Most owners cannot name their top 3 operational waste points. Can you?"".
Visual metaphor: reporting visibility console.
Focal anchor (the protagonist of the frame): a vendor dispatch board with one row highlighted in gold.
Composition style: side-by-side split: broken/manual state on the left, organized state on the right, vertical divider.
Scene mood: after-hours ops room, single screen glow.
Why this visual belongs to this exact post: it translates ""Most owners cannot name their top 3 operational waste points. Can you?"" into a reporting visibility console for ARCG, tied to book diagnostic call for small business owners.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): dispatch, reporting, compliance.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""Most owners cannot name their top"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Operational Waste Exposé. Source angle: Operational Waste Exposé.",100,,
arcg-2026-06-09-linkedin-1,arcg,linkedin,2026-06-09,09:00,Manual handoffs do not fail loudly. They fail invisibly until revenue disappears.,property-managers,Want me to map the breakdown I'm seeing?,image,1536x1024,Manual handoffs do not fail loudly,reporting visibility console,"Generate an editorial linkedin visual for ARCG (1536x1024).
Audience: property managers.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""Manual handoffs do not fail loudly. They fail invisibly until revenue disappears."".
Visual metaphor: reporting visibility console.
Focal anchor (the protagonist of the frame): an operational-leak map with one tagged failure point.
Composition style: single hand-held tablet or laptop in a real environment, screen content readable, surroundings out of focus.
Scene mood: mid-day live war-room, alert energy.
Why this visual belongs to this exact post: it translates ""Manual handoffs do not fail loudly. They fail invisibly until revenue disappears."" into a reporting visibility console for ARCG, tied to campaign intent for property managers.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): blueprint, workflow, dashboard.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""Manual handoffs do not fail loudly"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Manual Handoff Failures. Source angle: Manual Handoff Failures.",100,,
